,CONFERENCE_ID,PROCEEDING_ID
30,bf8c915b-282b-4817-987d-62e47e42d5e1,501032fe-4293-497f-b7e7-8354367a321f
31,770f1d88-52c2-43dc-a897-6881e70b2f32,e4829e70-b963-4aff-99ae-e840dcb409b2
32,070a8b94-9234-4a39-bff0-23e0c6b74464,f0d3cbcb-97e8-47cd-82f5-7331a51840e1
33,440bcee8-1bdc-4957-a227-182d81a49740,04a786c2-4bc7-44c6-8103-fbb7f848bbaf
34,46990654-eb6c-4674-96bc-ba905dab2a86,781304dc-c36d-47e3-9fb2-716145a0c9c0
35,3c2dd17d-6c11-4bb6-9d01-1fc2064cb8df,c8fcf509-a0b6-426b-bfda-f324796a99b1
36,84cc6785-24f2-48e0-a7a0-e2c86d22239d,9372013d-1ea3-4c87-a34d-4a1764a8202d
37,e4e999b7-2be0-4bd0-ad3b-7afd3fe50a4d,3577319a-7341-4538-b116-9b0358da2770
38,14d0272a-18b8-4a25-834b-cf3b120b226f,41638448-48d7-4bc9-ade6-802109391907
39,dea8d7a8-c89e-4de9-bde3-0787594a055f,974bc4dc-1079-4284-b93d-21b4440ef769
40,7bb54772-a70c-44df-9b9d-9f3b5354c0e2,14677cd2-3d10-4352-befd-d4b7d52f2578
41,9c119da6-ab17-4403-854e-786882dbf352,84d2c079-bd0b-4e4e-ac4d-ae30a56299e1
42,f1e82538-dfef-4087-ba93-d855ca08f385,8e5fe875-7fc5-46d3-a758-8c961311501f
43,3bc59e53-8413-4f2a-b739-d2b155898833,dd6b32a2-c117-4da2-9faa-94f85c0fd2c0
44,5545566b-c0b8-418c-83a5-a986a4657572,814a2d75-553f-449a-bb89-8fb7a192a138
45,44350957-4538-46db-9957-ea88ec69a126,80e9d77a-074b-45ba-806a-e491f03b3a79
46,4cd798c9-770b-41bf-a603-531406413b5c,75893b8e-bc01-4f94-bb71-ad47616d2092
47,060a6ec5-fe85-41b5-b43d-0d4d62b49297,74f78c23-d1ba-4079-a8f4-50c8550ca459
48,d2349082-b706-44e1-974b-586e3cbaae34,86f456bc-c426-4ffd-b0db-90d683e30d9e
49,7b344f25-64fc-416b-901d-07808b4e798f,478a835f-c73d-4645-96cf-52ad008d8247
50,47f3ab87-b9a2-4519-a61f-2b025937c786,40e9b343-b473-44ad-bdb1-179161488417
51,2e12583a-7449-4aab-bad7-4e92f4715fb6,13e7f536-6442-4553-bc5d-d88c6d926cd6
52,efa3ff7a-4d96-44a1-a022-a683408919b6,acdb881f-72e5-4613-b21c-7910fc80e49c
53,6f55e05d-807c-4cc0-a541-1e89abcc993d,ef84370b-eb90-48a6-bddb-35e33e39ab96
54,baa9820d-e273-4dc5-8754-8817abd0e3dd,41f86207-034c-4fd3-9975-99e2ce5d15af
55,167fa0ca-e88a-4ef7-a16f-bc66c457c806,7c969ded-ec9f-41b0-aca0-ab51615e678b
56,764e3630-ddac-4c21-af4b-9d32ffef082e,c8cadb6a-fc56-4b41-99bb-530bfa12aafd
57,d7907408-25bc-4816-a81d-4e0f2f6482c8,fd8cd135-1de1-43dd-bbe9-1aca2e1b64d7
58,f9a81beb-9bcb-43bc-96a7-67cf23dba2d6,98f89dcb-d01d-47bf-9ac2-167566ad2802
59,3dbf084c-ef47-4b74-9919-047b40704538,e8b153f0-79d0-477e-b423-8cda72876dc2
60,a05ec0dc-bf3e-40e2-9d44-60532d08353a,415a1c64-7aab-4689-acb2-8dd0016a3554
61,29b9c461-963e-4d11-b2ab-92c182243942,4eb82c9a-8e74-4ed8-b7e0-44d81d4dd708
62,73df6053-f5c6-46a6-aefc-8a109c2edd9d,48bd4798-42f7-4f8a-9d14-4c826a5521bb
63,c85e7d0a-25c2-4202-8c24-42d0293761fd,942a15d9-eade-416e-9483-aae49c306d9a
64,68f951c0-009e-4451-9fdd-fb6fb73a47af,2df117d5-98e7-41b9-9e16-26f486835803
65,5552b3d9-73b0-435f-8515-a135f23fcbba,7bb25057-05f6-48dd-92dc-e5d1445541f5
66,c3cb49cb-d5d3-4695-953b-3d8380400cae,59460a5a-66ed-4cb7-9810-6ca20213f324
67,46928df5-96ad-4a8b-9e63-13448e91c488,d06d991f-fb50-452c-bc1a-d1b0ccaf08a4
68,939c6e1d-0d17-4d6e-8a82-66d960df0e40,a0946d69-7c0e-42fa-a20c-8abb888dd38e
69,932f8c16-64c0-4af8-a2d6-a549264c976f,563054b8-d15b-4020-b9ce-ec46e2c7dc41
70,021b37d3-cef1-4c12-a442-257f7900c23d,5a3f1aaa-9789-4e5e-ac1d-0ca2b864f79c
71,1c2ab05c-7d69-465e-929d-0920857aedce,b3063fd3-1abb-4eec-b04e-c2a27534bf23
72,a47b9394-c5c7-4bc8-b8fc-b08f96954278,611f4f77-91cb-4455-9125-9feed121cb66
73,4e8f6cce-6096-494c-ad1a-2083171a8fce,acb6b36c-616d-4a40-8559-479613ea11c1
74,d5c81521-9f67-4e2e-8576-0b5e0c068bf6,185798e9-b08a-485b-9252-195d97cfa2e9
75,e6904c24-9546-4135-8344-e3999e375558,b32e60f8-b4c8-42aa-a297-a5857bb59e32
76,12b0a7ac-61a5-4dcf-9931-dab24274efd6,86d78b6e-5690-4456-a217-9a3a3b1911d3
77,ff1c300b-71a2-457d-9da2-70b8d01c8934,7b5671f0-3407-4355-9809-dc5a64c02f75
78,b24455f0-c8b2-4062-8397-1dc279bf6407,9d7f0f43-cc86-4b2e-a989-be21124ae8d8
79,82901c74-dc2e-4d08-b633-637c7e209284,80e65f97-29a5-4300-b423-0eb1e6839e60
80,9d988347-1c3c-4cf9-9b6f-d15117510bf4,de2514bc-d5b9-4085-8cff-089b63155005
81,09db9489-fe7f-4374-a9d9-388253be4112,5d8fce57-b06c-4882-970d-707e8628ec06
82,23b8d7ac-6e6f-4fe1-9f7e-dc7042815a44,9fe76c1e-6bc7-4e16-b4a1-fa6ecd05fb04
83,1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,87b417e7-fd63-40ea-8ab6-26e74ae21d41
84,67f7f831-711a-43c8-8785-1e09005359b5,dc56bdef-63ae-4d3e-8a66-5d2f2cc3b654
85,4d09f50f-3082-4ec2-99ed-952f28816882,f27467ae-403d-464d-9b0a-7631bfb9a353
86,f51ff783-cdff-4e22-94fb-28e6336d17b3,14427336-2c3e-4975-a946-da08f07a7a08
87,dee2646c-57cc-4b8b-92c8-98d0d78d35cf,f5aee5f1-d421-4e05-b589-0ec08dda50f8
88,5f6c6d59-9c45-42f1-9531-f9d1d0a34ccb,8354ca63-e46f-464a-84bf-ac7b169f2f5e
89,55cbbee6-4000-432f-af6a-c0ffd25ba0c0,b10834c0-8594-4670-9d3a-0194fe2a8b50
90,5353d583-6f50-4967-ab34-74338b908b90,b1f0ab98-d0a9-4645-b173-1b1996ce6ba3
91,d481cca3-120e-498a-b947-b3e3a03dbe83,1bb57f57-b5ca-4569-8abf-b7d5c99ed786
92,a1e5df48-fbe3-4a59-8c15-5ed0ca3513ee,4c1a8916-df3e-416b-ab74-74047dd20604
93,d80d58be-58fc-4181-a397-5ac6fd976a47,680ac9cb-2907-457f-8267-7c91b8da2718
94,f8e3f8d0-0f40-48c0-b3c0-0c540237b859,0cc0845c-67de-4bd7-92b8-024e0de38e5d
95,30a8645d-22d4-42e2-b3f6-304bf4ce3a02,699b977f-5ef1-438a-a1d5-9323cce3e36c
96,4144b5fb-0a80-4663-8ebf-80ca0c47231a,f2c550fa-752c-47bb-bd5e-d7ef0be4fe03
97,8113a511-e0d9-4231-a1bc-0bf5d0212a4e,b0eea72c-c3c8-4937-b6ae-5762ee8ca4f0
98,7654260e-79f9-45c5-9663-d72027cf88f3,a4f888b4-02b0-4bbd-a53c-e62ec5ad540c
99,af90489e-312f-4514-bea2-bcb399cb8ece,37730f7d-0730-4aa3-bfb6-c78dbba1170f
100,86c43745-31d9-4c1a-b33f-ce3aa0042dbb,29d56db9-fea1-49c1-be94-da1bf6e25811
101,f68b9e7e-ad3d-46cb-857d-23e49384143c,74ff6860-441a-4891-8c63-825b3ef63950
102,d7d7587f-a1e9-46a4-9db5-54c95787c6f1,a0c263cd-ae02-4edb-8a8d-273d0539416e
103,01103732-3808-4930-b8e4-7e9e68d5c68d,e80d7ecb-fcaa-425b-9ee4-1e3c952fcbfd
104,3978c4ee-3451-46b1-a92c-33686a0e8afe,b11b8be5-6711-4c9f-82f8-e4f6c60f5557
105,c884b267-162e-4c75-916e-f7b80bf543f9,103df858-a111-46c6-bb0b-d486522921bb
106,8f0f5460-2391-4d75-ae39-d9b233b91e0a,2715a703-f520-450c-b845-0ec27630a299
107,975e1529-a14b-436f-ad7e-a09d8eabc50d,af815e42-729a-4144-89b0-59efc6b4ee4f
108,768b87bb-8a18-4d9c-a161-4d483c776bcf,85b5b401-9538-49ee-9d9b-6a611c71794a
109,f5a49005-d5b9-484b-801d-1a88308f9ca3,076dd0f4-637a-4d7c-bc54-01583a9e0219
110,f4989ee4-e1d2-45b4-85ad-c43a8ffef177,20e65e0b-73a5-4a64-b949-3c1b98a0d6f1
111,78a7fbcc-41c5-4258-b633-04b8637d4a9f,757a33e0-3701-4b1f-84fc-b7641831847b
112,187dde4a-2b59-491b-b6cf-1a8618878cdc,8846d992-e5ee-4208-91d0-9cb49de5fffa
113,486306ab-f860-4372-9544-62151e34ec3b,08f7a144-d0a2-4834-905a-25a9c7455489
114,36345509-1ef5-40ea-8193-7b39cb132760,f5484474-8db0-4d9b-a1c9-99553561c179
115,b0c05768-6345-45d7-b541-235edf6ead54,44d2917c-17a3-42ce-9e5b-4f64b00d8261
116,cfc287e4-4c04-4848-ab16-633b33a61a09,97928700-dcef-4def-a2a6-8a3793479c77
117,a5c58053-0673-4cdb-b2b8-b6b0ad6911d1,c8131217-9d20-4df3-add6-e73baa4610f5
118,c89c0957-b21e-40c3-9e6c-0ab46adf1e53,c41a3742-2450-4318-aaac-92f9a25f65e2
119,68cf0e99-5164-4480-8ed4-8b8416a091df,58454562-1c76-4526-ba51-2fe3b682e35c
120,e732255b-dd34-4497-9b4d-ac107060f443,5f6f832a-24b9-4e79-be96-504191048ca4
121,61a709e3-2060-423c-8de5-ffd3885aa31c,18356edd-885f-495c-acc0-c005049a61ec
122,69d79d4c-49aa-4c2b-b616-80100a634f67,a44bf4bf-3b58-4888-80f4-5681eb4c130b
123,3e64b1c1-745f-4edf-bd92-b8ef122bb49c,4cd9cbdc-ccc4-4b1f-a961-b84aecd375f2
124,f1660451-ee90-4350-a9aa-cd9063707d38,b05c5726-af32-41ce-a305-393562665400
125,0ca4830a-5779-4a1f-8692-5eb621a6ef46,8072cc8c-c39e-4bba-88cd-cdcbc4c67419
126,e07422f9-c065-40c3-a37b-75e98dce79fe,6fac9093-7dd3-4316-943b-23c76368f5b7
127,0d6f7fba-7092-46b3-8039-93458dba736b,c307bdca-37a3-4f26-a4f3-f80ca80fd8fa
